  0.0000   0.0000  15.5832  13.2333  44.1663  88.0711  21.3206 657.2663 -17.3620 -712.9246 -78.1879
  0.0000   0.0000  20.3713  16.0844  43.7672  84.3289  24.2335 667.0845 -17.8931 -719.9979 -77.2362
  0.0000   0.0000  24.2470  12.1623  44.1509  88.5921  25.4633 670.4232 -17.1828 -722.0154 -77.3467
  0.0000   0.0000  20.8687  12.9216  50.1678  83.7174  22.8757 661.5455 -17.7589 -715.4194 -77.1809
  0.0000   0.0000  20.9609  18.7892  46.9615  84.2453  20.5558 660.0127 -17.5863 -713.3671 -78.6503
  0.0000   0.0000  16.0922  22.4271  40.6818  83.1442  19.5933 660.5698 -17.0116 -714.4484 -78.8641
  0.0000   0.0000  17.7045  17.9622  38.1583  85.0506  23.8569 660.4443 -17.3432 -711.3871 -79.0376
  0.0000   0.0000  20.4426  27.4067  37.3200  86.5615  22.1790 656.6069 -17.1801 -713.1666 -79.2848
  0.0000   0.0000  20.8201  15.8170  45.4620  88.7872  20.9193 660.8979 -18.1594 -715.0417 -77.8621
  0.0000   0.0000  11.4076  21.3086  35.1026  86.3666  19.3309 661.6564 -18.2968 -715.6600 -78.4007
  0.0000   0.0000  20.1879  15.8427  41.7952  86.0750  22.6174 667.0577 -17.4174 -716.7293 -79.0532
  0.0000   0.0000  15.3067  16.4417  43.0459  86.5839  20.1915 659.4140 -18.1916 -713.6357 -78.5431
  0.0000   0.0000  27.2080  20.1391  51.9917  84.0480  23.1680 656.0062 -18.1927 -710.9311 -79.0210
  0.0000   0.0000  20.2893  18.0251  40.5574  83.1984  25.4861 662.1808 -17.3319 -713.7518 -78.0748
  0.0000   0.0000  20.0761  19.7518  40.8997  85.4309  24.4251 664.6443 -17.4047 -719.6210 -78.0500
  0.0000   0.0000  19.9525  17.2623  43.4494  88.2891  21.6768 659.6592 -18.4376 -713.7244 -78.2223
  0.0000   0.0000  29.0874  21.7157  47.9837  86.6187  23.5763 653.9604 -17.2066 -709.0140 -78.5466
  0.0000   0.0000  16.7823  13.6868  41.3926  89.2349  21.7554 658.3589 -18.3800 -709.0426 -80.2237
  0.0000   0.0000  17.7151  18.7934  39.5055  84.4685  24.5278 658.4211 -16.2788 -714.0651 -77.6573
  0.0000   0.0000  19.7872  21.6182  41.5329  88.1180  20.3783 656.7011 -17.2101 -714.1811 -77.1700
  0.0000   0.0000  24.8377  17.0766  42.1050  89.7727  23.7212 661.7210 -17.5677 -714.9740 -77.0171
  0.0000   0.0000  29.2506  23.7122  46.9213  90.1322  20.4442 658.9322 -17.6293 -714.1982 -79.0640
  0.0000   0.0000  16.2293  19.1211  40.5018  84.3652  21.7602 659.4572 -17.8641 -713.3100 -77.8020
  0.0000   0.0000   9.8339  12.9534  41.9457  82.1939  21.6347 660.0031 -17.9497 -711.9733 -78.9739
  0.0000   0.0000  21.9755  17.7399  41.6713  87.4742  22.6682 662.9622 -17.5477 -715.7037 -77.2888
  0.0000   0.0000  21.0486  18.5371  42.8506  85.7176  22.9474 664.4253 -17.5780 -718.0489 -77.8025
  0.0000   0.0000  12.3391  13.7007  37.7728  87.2351  22.6229 664.1107 -17.5100 -718.6752 -76.9179
  0.0000   0.0000  25.2770  23.1255  45.8679  87.6203  19.5657 655.1685 -17.3866 -710.1674 -78.5168
  0.0000   0.0000  12.2294  12.3765  40.6774  86.9968  21.1369 662.7916 -18.2305 -715.2263 -78.2930
  0.0000   0.0000  22.7670  14.5915  43.7018  87.1631  24.9721 666.5859 -17.3356 -718.9959 -77.9160
  0.0000   0.0000   9.0618  13.0615  37.6925  85.3963  24.6730 660.1673 -18.2981 -715.1545 -78.4762
  0.0000   0.0000  16.6622  19.6714  36.3305  86.3600  21.1883 660.6049 -15.7064 -714.1410 -77.6456
  0.0000   0.0000  30.9416  23.0168  44.5678  91.5546  21.6657 654.9708 -17.0680 -708.0528 -79.7133
  0.0000   0.0000  24.1848  17.6628  47.0211  87.4106  20.4760 661.8357 -16.6794 -714.0874 -79.4544
  0.0000   0.0000  23.0273  19.8729  44.7303  85.0056  22.8533 660.6577 -18.4101 -713.8240 -77.8584
  0.0000   0.0000  13.8607  17.7195  37.2710  86.9644  22.2280 659.8715 -17.2748 -714.6193 -78.2996
  0.0000   0.0000  15.7746  18.7150  39.6129  88.3278  21.4615 661.2732 -17.6713 -717.5875 -78.3570
  0.0000   0.0000  15.7770  17.5207  44.9004  82.8475  21.7605 651.7543 -17.8396 -707.0605 -78.1064
  0.0000   0.0000  27.2057  18.5822  49.5663  85.1026  23.0251 660.9623 -17.1727 -713.4692 -79.3909
  0.0000   0.0000  18.7190  16.0207  42.4046  87.3938  22.7264 666.0936 -17.5909 -720.3538 -77.9754
  0.0000   0.0000  20.6008  20.6765  41.2742  85.2662  22.0285 660.8461 -17.4520 -714.2338 -77.8048
