  0.0000   0.0000  14.2983  21.8107  55.0371  93.5452  24.5964 643.1519 -39.8166 -732.2035 -51.8230
  0.0000   0.0000   6.8031  22.1735  41.7294  96.9338  26.5250 649.8683 -39.0375 -740.0945 -51.2948
  0.0000   0.0000  -1.2646  20.0861  38.7967  93.6968  23.2797 648.2190 -39.7878 -733.7697 -51.7854
  0.0000   0.0000   3.1602  17.1127  44.7441  98.8921  22.2655 646.7401 -41.0302 -732.3340 -53.2301
  0.0000   0.0000   3.6253  19.2153  42.8394  95.0615  26.3940 648.2594 -40.1442 -735.7030 -52.2970
  0.0000   0.0000   6.3896  19.9882  43.6487  96.8906  25.0818 647.2694 -40.2769 -733.4295 -52.7827
  0.0000   0.0000   8.4055  18.8872  45.4641  96.2422  25.2739 652.9098 -40.7969 -735.8109 -53.7639
  0.0000   0.0000  11.4197  18.7036  44.6936  94.6251  26.3958 656.7567 -41.4522 -734.7913 -53.5114
  0.0000   0.0000   3.6088  18.1743  41.8673  94.4084  25.2584 650.2528 -40.8906 -730.8740 -54.5877
  0.0000   0.0000   2.4973  19.2809  39.2372  94.0031  26.7058 651.9733 -41.4486 -734.7938 -52.4605
  0.0000   0.0000   7.9919  23.2567  44.1085  93.5037  27.0499 646.0655 -39.6246 -734.8444 -51.5234
  0.0000   0.0000  -8.7859  15.6960  40.1934  93.9369  24.0296 642.0520 -39.9422 -732.4581 -52.2934
  0.0000   0.0000   7.5333  17.5934  50.3054  92.3669  24.1895 649.2520 -38.2430 -735.8410 -52.0900
  0.0000   0.0000   0.3162  18.7274  44.4749  94.9191  22.4531 648.6916 -39.5889 -737.0119 -52.3491
  0.0000   0.0000   7.2747  21.2930  44.0965  95.8709  24.1689 644.6265 -40.4063 -728.6431 -53.7318
  0.0000   0.0000   3.9383  18.1441  47.2036  94.4956  25.5167 643.2989 -40.2611 -731.7158 -52.7438
  0.0000   0.0000  -0.9237  16.9920  44.5114  92.7810  24.3759 642.1548 -40.5004 -728.4561 -52.7824
  0.0000   0.0000   3.6386  15.3528  47.6519  92.2707  25.9582 649.2198 -39.5391 -735.5153 -51.7605
  0.0000   0.0000   4.0960  18.8128  48.0139  92.2223  24.1527 647.8658 -41.1513 -731.9911 -53.8291
  0.0000   0.0000   7.0748  19.9320  42.2135  97.6990  24.0486 649.0477 -40.0722 -733.2331 -52.5607
  0.0000   0.0000   7.0082  21.8764  41.8791  91.3580  28.3981 655.6545 -39.7236 -739.7107 -52.7235
  0.0000   0.0000   9.9692  15.3861  53.0687  95.1890  25.2964 650.9774 -40.3106 -737.0907 -52.5472
  0.0000   0.0000  11.5768  13.4982  49.8793  94.8931  30.6609 654.2092 -39.5516 -740.7884 -51.2240
  0.0000   0.0000   3.6074  14.7802  46.6186  92.4371  26.9488 654.0599 -40.3268 -737.0927 -53.8176
  0.0000   0.0000   6.4597  13.8313  44.9042  96.8308  28.6122 654.2477 -40.7030 -740.0524 -51.2112
  0.0000   0.0000   3.4989  17.3077  37.5113  94.7651  29.8594 654.5755 -37.5345 -741.8704 -51.1154
  0.0000   0.0000  -1.0013  15.3714  41.9993  94.1673  26.0101 646.6814 -39.7440 -731.9492 -53.5377
  0.0000   0.0000  -6.9784  16.5632  35.9485  90.8922  27.4978 653.5267 -40.0443 -740.7059 -50.6566
  0.0000   0.0000   6.0485  19.7754  45.8116  96.4847  23.5375 646.9055 -40.3639 -733.1572 -52.9450
  0.0000   0.0000   5.5115  13.2758  50.0312  95.4466  25.5784 650.0301 -40.6986 -735.5615 -52.5904
  0.0000   0.0000   1.2655  14.1438  46.7930  94.6828  22.2891 651.7234 -40.1961 -735.4564 -52.7141
  0.0000   0.0000   3.2462  20.4117  44.7946  95.2765  22.2062 643.9230 -40.4544 -730.7444 -52.1671
  0.0000   0.0000   2.9633  15.2636  51.5206  93.0219  24.3014 642.0758 -40.2990 -729.8178 -53.1031
  0.0000   0.0000   4.2228  20.9337  43.0883  95.8632  22.7649 643.7367 -39.4147 -731.4231 -51.3262
  0.0000   0.0000  -1.5750  24.3259  41.0186  96.9032  21.0696 638.2271 -39.5806 -730.9469 -52.5918
  0.0000   0.0000  14.9730  14.8689  54.0784  95.9042  24.3442 648.7519 -39.7073 -729.3327 -53.9347
  0.0000   0.0000   1.6373  21.6549  44.5794  95.6607  20.2767 644.1332 -38.8711 -733.0790 -52.7175
  0.0000   0.0000  -0.8594  18.8234  41.9834  94.6039  25.2890 641.1066 -40.1932 -729.6285 -52.8439
  0.0000   0.0000  11.0488  20.7534  44.7137  95.3269  24.7937 650.7680 -40.3850 -731.6638 -53.2582
  0.0000   0.0000   1.8316  18.7134  46.0835  93.1873  23.5262 644.4753 -41.1317 -729.0431 -53.9792
  0.0000   0.0000  -7.1636  15.0727  38.4298  90.5893  24.6661 652.1254 -40.8417 -733.8424 -53.3627
  0.0000   0.0000  -3.3135  17.0848  38.7306  91.6799  24.4868 653.9558 -40.0040 -735.8599 -53.3875
  0.0000   0.0000  -1.7044  12.8061  43.1669  95.1844  25.6030 651.4310 -40.6653 -736.1994 -53.0309
  0.0000   0.0000   5.4889  16.0532  43.0008  94.8781  27.0982 655.6313 -39.4318 -740.0890 -51.6519
  0.0000   0.0000  10.0826  18.7454  40.5426  94.0596  29.9327 661.4070 -40.2304 -741.7282 -52.6462
  0.0000   0.0000   7.7713  22.2769  41.6896  94.7170  25.8528 649.6600 -40.0429 -733.8413 -52.5406
  0.0000   0.0000   9.8022  14.6093  47.7663  94.9200  28.1466 653.9656 -38.9484 -739.0878 -51.5694
  0.0000   0.0000   6.2701  19.3221  41.2814  93.6967  27.0608 654.0121 -39.8322 -736.4250 -52.8460
  0.0000   0.0000  -5.4450  14.4048  39.5602  96.3090  22.4734 646.9769 -38.9445 -732.7706 -53.4541
  0.0000   0.0000   5.2995  17.5551  45.1210  95.8988  25.4889 649.4120 -39.1128 -737.1934 -51.8700
  0.0000   0.0000   2.4769  15.0328  45.4616  94.3597  24.5952 653.1649 -40.3659 -737.2818 -52.4896
  0.0000   0.0000   3.5297  24.5601  40.7468  91.7032  26.2692 643.6052 -39.1142 -729.5877 -54.6529
  0.0000   0.0000   1.3793  16.6388  44.3957  94.2251  24.7850 650.0816 -40.7631 -735.2883 -52.6955
  0.0000   0.0000   5.1743  17.4757  47.0190  95.2855  24.5435 649.4264 -39.6020 -735.9863 -52.9875
  0.0000   0.0000  -1.8571  14.1839  42.7178  96.0195  23.8141 644.9217 -40.6319 -729.3514 -53.5309
  0.0000   0.0000  -9.9913  14.8550  40.3832  94.3065  22.6125 641.5786 -39.5980 -732.3671 -51.7619
  0.0000   0.0000  -1.1287  13.0721  44.0713  97.2545  24.7562 647.0946 -40.6635 -733.2371 -53.4768
  0.0000   0.0000  -4.6377  14.2601  44.0648  91.2479  24.5770 643.9089 -40.9124 -727.3096 -54.4744
  0.0000   0.0000  -2.3754  19.7175  39.6573  93.1395  23.5742 646.7457 -40.3129 -733.2858 -51.6110
