  0.0000   0.0000   8.1677  18.0340  58.6557  83.5605  22.0419 651.1257 -35.2985 -736.1334 -53.8182
  0.0000   0.0000  10.0657  22.7151  52.4954  82.4557  23.8503 653.2972 -31.8646 -738.0210 -54.8625
  0.0000   0.0000  11.7651  23.3046  54.5442  84.6010  24.5848 649.7983 -31.1474 -741.6273 -52.2931
  0.0000   0.0000  13.1598  15.8908  53.5319  86.9966  26.9170 655.0067 -31.9722 -740.4928 -52.7181
  0.0000   0.0000  11.0012  23.9475  55.4038  85.6880  21.8797 645.3981 -33.3777 -734.4234 -53.5149
  0.0000   0.0000  13.5263  17.9972  63.2057  83.6329  24.3096 646.6775 -29.4378 -739.3091 -53.5497
  0.0000   0.0000  10.2902  23.5284  53.9676  84.4947  22.1064 651.9356 -34.5345 -738.3813 -52.8266
  0.0000   0.0000  -3.0267  19.4682  47.4687  83.2032  22.5488 651.0037 -32.5530 -739.7785 -54.3879
  0.0000   0.0000   6.2851  20.4226  51.2648  82.8721  25.0178 651.2054 -30.0507 -740.8842 -53.5628
  0.0000   0.0000  15.4178  22.3249  55.7315  86.0196  23.6196 652.6999 -33.6184 -738.4279 -52.9314
  0.0000   0.0000   3.5722  17.4325  57.1719  82.6740  22.1376 643.2841 -33.9435 -731.2798 -53.9046
  0.0000   0.0000   6.1552  16.1561  55.8107  84.1881  24.6913 646.6795 -30.1080 -738.1674 -53.0950
  0.0000   0.0000   6.6140  19.0686  50.8331  84.2931  22.5298 656.2716 -32.4347 -740.5009 -53.4467
  0.0000   0.0000   6.1504  20.1409  49.8067  85.7579  23.2684 649.4061 -32.1066 -735.4933 -54.6297
  0.0000   0.0000   8.0065  14.1754  51.8577  86.7596  26.0698 661.2648 -30.3474 -749.7764 -51.9971
  0.0000   0.0000   4.2643  19.2324  53.1017  81.9272  24.7211 646.7888 -32.8130 -735.4494 -53.2446
  0.0000   0.0000   3.8273  18.1467  53.4100  83.2652  23.1766 649.8618 -32.4291 -740.4807 -51.1232
  0.0000   0.0000   6.4855  19.6986  52.7450  86.3180  21.8995 649.5589 -30.9512 -740.8552 -51.9282
  0.0000   0.0000   9.2134  15.8735  65.5696  85.1165  20.2131 642.3425 -34.0208 -730.7372 -55.1439
  0.0000   0.0000  11.5012  19.0549  59.8143  84.6983  23.5389 650.0018 -35.7587 -735.7594 -54.0888
  0.0000   0.0000   3.9071  18.6400  51.6443  83.6139  23.7622 651.3153 -30.6355 -742.2411 -52.1919
  0.0000   0.0000   6.4037  20.7804  57.5694  81.0719  21.8704 649.7736 -30.6369 -740.5302 -53.4949
  0.0000   0.0000   1.4705  20.5631  51.9369  80.0268  21.6944 643.3268 -34.7505 -726.6887 -54.6383
  0.0000   0.0000  -9.0251  14.8794  45.0836  84.1786  22.7513 652.2218 -31.3948 -742.4414 -54.3036
  0.0000   0.0000   1.1761  19.6174  51.6122  82.6350  22.3354 649.1903 -34.5043 -735.3442 -54.3657
  0.0000   0.0000   8.1335  19.2834  57.4849  84.1726  22.9044 647.1176 -34.0205 -733.3814 -55.4274
  0.0000   0.0000   9.5337  18.9130  54.7928  83.0825  23.5074 656.7150 -31.5478 -743.5350 -52.3943
  0.0000   0.0000   1.0248  15.0472  51.1526  83.9493  23.9136 656.1038 -29.7544 -748.2076 -51.1797
  0.0000   0.0000  10.4624  16.2418  59.2352  84.0446  22.7274 652.2723 -33.4850 -737.2658 -53.3081
  0.0000   0.0000  13.2136  19.4375  55.4310  86.6701  22.3591 651.0407 -33.0251 -734.5739 -54.1259
  0.0000   0.0000   9.2553  17.4586  49.7670  88.4340  24.7635 658.0344 -30.6286 -745.5448 -53.0288
  0.0000   0.0000   4.5515  17.8581  58.0483  86.2952  21.3739 642.1957 -33.7966 -734.7551 -52.6680
  0.0000   0.0000   8.8067  18.4124  54.2730  86.8963  23.0300 646.3792 -35.0448 -729.9188 -55.2205
  0.0000   0.0000  14.1608  18.0249  56.5444  86.9494  25.7904 654.7654 -30.5205 -744.7937 -52.5994
  0.0000   0.0000  10.9062  18.6766  61.5457  83.2633  22.3615 647.1108 -32.9492 -735.0864 -54.0162
  0.0000   0.0000   7.8823  20.3763  54.8950  85.5898  22.5490 641.3525 -34.9891 -727.8655 -54.0256
  0.0000   0.0000   4.7732  17.6807  52.4500  82.4130  24.1146 652.0306 -28.7315 -741.3771 -53.8071
